entered,weeks_in_top_10,title,artist,peak,peak_reached,weeks_at_peak,id,duration_ms,explicit,popularity,tempo,title_words,vocals_start,year,album,preview_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,artwork
10-Apr-99,7,Turn Around,Phats & Small,2,24-Apr-99,1,2nx86MrPkXWQctveAEFJBf,212146,FALSE,61,131.932,2,28900,1999,turn around - single,https://p.scdn.co/mp3-preview/14a1d0bf9689282133308cf4caffcd1792d94af6?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0135,0.797,0.752,0.00496,6,0.264,-7.343,0,0.128,4,0.801,https://i.scdn.co/image/ab67616d00001e02436dd9e8fcaa81aedfa72ce7
02-Jul-94,6,Shine,Aswad,5,23-Jul-94,1,3G7eAtpqNamquS0PT58ZBe,226466,FALSE,33,104.994,1,890,1994,cool summer reggae,,0.014,0.757,0.871,0.00246,2,0.0544,-5.543,0,0.0507,4,0.553,https://i.scdn.co/image/ab67616d00001e0219f1349cbd2debe21bfc7a40
02-Jul-68,6,The Son of Hickory Holler's Tramp,O. C. Smith,2,09-Jul-68,3,63UCz2y3eAmYkkuKZ9WnsT,233173,FALSE,21,145.326,6,13900,1968,hickory holler revisted,https://p.scdn.co/mp3-preview/7c2333448762006a8a3e86da3b537dc2eebee4a4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.63,0.657,0.562,6.85E-06,5,0.0748,-11.226,1,0.0609,4,0.887,https://i.scdn.co/image/ab67616d00001e028f44782de8f039ddd8afd15c
12-Nov-68,6,Eloise,Barry Ryan,2,26-Nov-68,2,1svB1gR5yFsNgoBxRevt3n,345200,FALSE,40,131.865,1,21700,1968,greatest hits,https://p.scdn.co/mp3-preview/4ad7534df7574372d4186408481b359331a0045a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.43,0.426,0.609,0,2,0.127,-10.782,1,0.0327,4,0.47,https://i.scdn.co/image/ab67616d00001e029286e5822f758e6c1be54ca0
13-Oct-65,6,Almost There,Andy Williams,2,20-Oct-65,3,1lwDZyD1jUdsrFxb8vcZGm,177466,FALSE,38,102.171,2,9300,1965,dear heart,https://p.scdn.co/mp3-preview/f09a9b2754b3eab2569ac0f7aa3c286ce65c4226?cid=8b56eb9fa3db453f9b0089feea311c1b,0.822,0.428,0.374,0.000121,9,0.155,-14.527,1,0.0281,4,0.468,https://i.scdn.co/image/ab67616d00001e026d9b8c32e2c4860cd1b9d3e2
26-Sep-67,7,Hole in My Shoe,Traffic,2,24-Oct-67,1,631AQDVTn4ZJRBFDeFMlZ4,181266,FALSE,38,101.666,4,20000,1967,mr. fantasy,,0.406,0.493,0.721,2.93E-05,11,0.0713,-8.795,1,0.0368,4,0.334,https://i.scdn.co/image/ab67616d00001e020de1166a425366bf512133f4
02-Apr-68,6,Congratulations,Cliff Richard,1,16-Apr-68,2,1ZfbMOw5VSh5Qqr8hgLCkJ,151800,FALSE,40,92.898,1,4550,1968,40 golden greats,https://p.scdn.co/mp3-preview/02a5414a43092ff4c07923259c4ea32140a448aa?cid=8b56eb9fa3db453f9b0089feea311c1b,0.133,0.478,0.681,0,4,0.0748,-5.2,1,0.0291,4,0.962,https://i.scdn.co/image/ab67616d00001e022effa5f5d8903fb4fea0838d
30-Apr-94,6,Sweets for My Sweet,C. J. Lewis,3,07-May-94,1,7qPVV8ULHjAca6rXTA98AG,226426,FALSE,6,116.776,4,6800,1994,karaoke - in the style of c.j. lewis,,0.0481,0.718,0.959,0.000121,10,0.19,-5.027,0,0.0497,4,0.964,https://i.scdn.co/image/ab67616d00001e02041561f96e8d5a8896b79206
19-Aug-72,6,You Wear It Well,Rod Stewart,1,02-Sep-72,1,08BSHFPXmclm8AYat5hXM7,262960,FALSE,50,127.295,4,25600,1972,never a dull moment,,0.491,0.547,0.561,7.47E-06,2,0.146,-10.056,1,0.0322,4,0.899,https://i.scdn.co/image/ab67616d00001e022a9bcb31e5e18c2ea9011520
02-Jun-01,6,Do You Really Like It?,DJ Pied Piper and the Masters of Ceremonies,1,02-Jun-01,1,4Mnw05kNd0j1XDHwtfzofp,217120,FALSE,58,131.044,5,2500,2001,do you really like it? (remixes),https://p.scdn.co/mp3-preview/9a643683f4e6cdfee5dae49de40ef85b97bbdca9?cid=8b56eb9fa3db453f9b0089feea311c1b,0.124,0.847,0.877,0,2,0.148,-5.424,1,0.0493,4,0.764,https://i.scdn.co/image/ab67616d00001e028139be10efea076378e61090
05-Mar-20,10,Lonely,Joel Corry,4,02-Apr-20,1,2ZEq4HT450Ye9IFGPTl9qV,190955,FALSE,78,123.988,1,1900,2020,lonely,https://p.scdn.co/mp3-preview/23783b2b1fb0aa1058c242de00efd31b85bea79b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0946,0.697,0.921,1.90E-05,5,0.159,-4.283,1,0.0424,4,0.722,https://i.scdn.co/image/ab67616d00001e0270f6dff324c2ab24e40972be
13-Dec-80,6,"De Do Do Do, De Da Da Da",The Police,5,20-Dec-80,1,0yJvWbn8xQKiDZ84VN5lQG,247293,FALSE,67,147.86,8,27350,1980,zenyatta mondatta (remastered 2003),,0.06,0.78,0.523,0.0629,9,0.24,-8.884,1,0.051,4,0.855,https://i.scdn.co/image/ab67616d00001e02fb1bc65edf4717e75fbc70ab
23-Feb-80,5,Atomic,Blondie,1,01-Mar-80,2,5QIbR39hAEDIOkr4ggh4xc,280324,FALSE,54,135.171,1,44280,1980,eat to the beat,,0.0504,0.596,0.824,0.129,4,0.0586,-4.893,0,0.0361,4,0.786,https://i.scdn.co/image/ab67616d00001e0244b45662755a96df78978fbd
02-Oct-82,5,Zoom,Fat Larry's Band,2,09-Oct-82,1,6HuugFQZzdTYrHluRMUkzH,323866,FALSE,54,104.732,1,18950,1982,breakin' out,https://p.scdn.co/mp3-preview/d4af38b977907994b32b778d62e18a6c5bbfc760?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0799,0.557,0.692,0,8,0.183,-7.583,1,0.0251,4,0.587,https://i.scdn.co/image/ab67616d00001e02e88a017e11d2dc06ff391761
30-Nov-85,6,See the Day,Dee C. Lee,3,07-Dec-85,2,3vMoHZfDnfGBwEKKMd33Bq,281573,FALSE,37,135.91,3,17000,1985,80s 100 hits,https://p.scdn.co/mp3-preview/9fb3f3d438b9f4d3c47086bc58992f1003bc7a5f?cid=8b56eb9fa3db453f9b0089feea311c1b,0.628,0.3,0.265,0,0,0.28,-13.593,0,0.0316,3,0.314,https://i.scdn.co/image/ab67616d00001e02db56ceff816b668b7b6f04ff
20-Jun-87,5,Star Trekkin',The Firm,1,20-Jun-87,2,18HpAFKulQo3RzTvNxaFIe,215806,FALSE,40,146.149,2,11000,1987,star trekkin' - single,https://p.scdn.co/mp3-preview/077499be94ee5f490731252a0acf68de31252848?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0586,0.517,0.634,1.16E-06,9,0.303,-12.302,1,0.096,4,0.876,https://i.scdn.co/image/ab67616d00001e024c177fea23b31ae354156c08
12-Aug-89,5,Poison,Alice Cooper,2,26-Aug-89,1,5XcZRgJv3zMhTqCyESjQrF,270080,FALSE,74,118.698,1,38500,1989,trash,https://p.scdn.co/mp3-preview/9974e5f534cce09666a7013c639edc451f1652e8?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0327,0.28,0.908,8.85E-06,2,0.18,-5.509,0,0.109,4,0.26,https://i.scdn.co/image/ab67616d00001e025d149c05419231f335e35bb7
25-Jan-92,5,Twilight Zone,2 Unlimited,2,08-Feb-92,1,78ePMYOtObETLaxVEVizXl,246675,FALSE,55,127.9,2,15500,1992,get ready,https://p.scdn.co/mp3-preview/f3fab42c006df8febc9ac02a070f30128fb43698?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0631,0.709,0.907,0.00186,6,0.138,-12.405,1,0.0452,4,0.746,https://i.scdn.co/image/ab67616d00001e02aa1cd2b4814f0235a14da4a7
24-Oct-57,9,Party,Elvis Presley with The Jordanaires,2,31-Oct-57,4,139AsM1OAu63s4zbZ00tFq,185413,FALSE,31,105.981,1,190,1957,bossa nova baby: the ultimate elvis presley party album,https://p.scdn.co/mp3-preview/fcbedbd83e0657d73fa0613132bcc19118c47a62?cid=8b56eb9fa3db453f9b0089feea311c1b,0.791,0.579,0.576,0,0,0.0541,-8.568,1,0.0367,4,0.765,https://i.scdn.co/image/ab67616d00001e02040aa5d865a0fe029c20d4b2
11-Nov-64,7,Baby Love,The Supremes,1,25-Nov-64,2,5uES1C2NgkdrNHiCwf9jRr,158040,FALSE,70,135.633,2,7510,1964,where did our love go,,0.76,0.595,0.643,0,5,0.538,-9.275,1,0.0365,4,0.73,https://i.scdn.co/image/ab67616d00001e02d5ea1215e77c3f7a7c716370
16-Dec-64,7,Walk Tall,Val Doonican,3,23-Dec-64,2,5xT1sBdqUp4U391rvl7mYX,155600,FALSE,36,106.485,2,410,1964,reflections,https://p.scdn.co/mp3-preview/adf807bd8ddf00bd2bc61979243644399b58e63d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.605,0.699,0.397,0,8,0.154,-13.717,1,0.0368,4,0.922,https://i.scdn.co/image/ab67616d00001e0253b3bcc865f42cc89f9e4706
11-Jul-67,7,It Must Be Him (Seul Sur Son Etoile),Vikki Carr,2,01-Aug-67,1,0TepCB1npldYLV9vWk8L2F,168600,FALSE,0,110.978,4,9800,1967,it must be him (bonus track edition),,0.802,0.499,0.472,4.97E-05,4,0.672,-10.033,1,0.0527,4,0.723,https://i.scdn.co/image/ab67616d00001e0247c4a1822ca8f71010ea1629
25-Nov-78,6,Da Ya Think I'm Sexy?,Rod Stewart,1,02-Dec-78,1,4z7maGZkAonDlXlwo8q69f,331333,FALSE,71,111.504,5,890,1978,blondes have more fun,https://p.scdn.co/mp3-preview/174ef5de51427b1bdd9e4eb635f47da83be727c4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0143,0.715,0.689,0.000192,2,0.111,-8.065,0,0.029,4,0.852,https://i.scdn.co/image/ab67616d00001e02843e6e9fe4544fd294d47b4d
25-Dec-52,3,White Christmas,Mantovani,6,25-Dec-52,2,6CwplcbuIBYYZhJHrHOpEs,193880,FALSE,13,88.925,2,193880,1952,christmas carols,,0.643,0.125,0.307,0.925,5,0.092,-13.458,1,0.0326,4,0.121,https://i.scdn.co/image/ab67616d00001e02d9e70dd6c8d7e1bcc1181daf
05-Mar-53,10,Wonderful Copenhagen,Danny Kaye,5,16-Apr-53,1,6esz6IftGfYahNch2ZJGtu,129906,FALSE,18,179.013,2,4100,1953,danny kaye sings selections from the samuel goldwyn technicolor production hans christian andersen (original motion picture soundtrack),,0.791,0.461,0.263,0,9,0.106,-10.794,0,0.0418,3,0.818,https://i.scdn.co/image/ab67616d00001e02c5c65695cf32118ee4c4687c
08-Sep-90,5,The Joker,Steve Miller Band,1,15-Sep-90,2,1bp2IO61zbQrbWNmKKxg3f,264503,FALSE,78,83.293,2,2450,1990,the joker,,0.365,0.596,0.448,5.30E-06,5,0.206,-9.616,1,0.0396,4,0.796,https://i.scdn.co/image/ab67616d00001e02375445cc7a2aedff11361b51
21-Mar-92,5,Finally,CeCe Peniston,2,28-Mar-92,1,0uqvSVhGgQTIdj9G51vhvv,245000,FALSE,65,120.066,1,3650,1992,finally,,0.00653,0.791,0.658,0,7,0.0472,-11.128,1,0.0445,4,0.842,https://i.scdn.co/image/ab67616d00001e026daeecfc1a67bd3865048299
04-Jun-20,9,Rain on Me,Lady Gaga and Ariana Grande,1,04-Jun-20,1,24ySl2hOPGCDcxBxFIqWBu,182188,FALSE,14,122.985,3,1500,2020,rain on me (instrumental karaoke version) originally performed by lady gaga & ariana grande,,0.021,0.672,0.855,0,9,0.323,-3.764,1,0.0397,4,0.646,https://i.scdn.co/image/ab67616d00001e02c8583f0bd97d3042d4971acf
05-Aug-95,5,Never Forget,Take That,1,05-Aug-95,3,1WK7eLVsD0zH4UWm9ob3z6,384906,FALSE,58,91.204,2,28000,1995,never forget: the ultimate collection,https://p.scdn.co/mp3-preview/ae9ab2bc099e46a9a1bb9e26f6ff66ed2b667c9a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.393,0.626,0.716,1.89E-06,9,0.049,-9.055,1,0.0425,4,0.575,https://i.scdn.co/image/ab67616d00001e02281d111f61e7c7d47ed42208
14-May-05,7,Lonely,Akon,1,14-May-05,2,5QnM8r0kqFdM84k18aFE2V,235800,TRUE,62,90.064,1,100,2005,trouble,,0.351,0.632,0.533,0,5,0.236,-7.873,0,0.0338,4,0.595,https://i.scdn.co/image/ab67616d00001e029d0fd56023a2f9984ec62a24
09-Dec-00,6,Never Had a Dream Come True,S Club 7,1,09-Dec-00,1,1rzssdgfZiGs7VAMsYN9SF,240640,FALSE,53,122.918,6,8050,2000,7,,0.508,0.636,0.531,0,5,0.0952,-5.593,1,0.0273,4,0.496,https://i.scdn.co/image/ab67616d00001e02eae5828fbc0d1906b4321d20
16-Oct-04,5,"My Neck, My Back (Lick It)",Khia,4,16-Oct-04,3,5r29mFrurlVBbqJzjr2XW6,222560,TRUE,63,102.072,4,1000,2004,thug misses (digitally remastered),https://p.scdn.co/mp3-preview/58bac5ab381baac9c76d5be23768b49337d107ac?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0296,0.859,0.625,0,9,0.0537,-4.234,0,0.13,4,0.71,https://i.scdn.co/image/ab67616d00001e02c1bcb570a5fcbdcce74c2b07
17-Aug-96,6,How Bizarre,OMC,5,24-Aug-96,1,0wJyFu6JHwUoKQN5X3uzVe,224200,FALSE,60,124.922,2,15100,1996,how bizarre,,0.269,0.783,0.676,0,0,0.5,-7.737,1,0.0469,4,0.824,https://i.scdn.co/image/ab67616d00001e02cdf525292bca251e8a789ba5
29-May-76,6,Silly Love Songs,Wings,2,12-Jun-76,1,3uiMBldZ07pW0ySHDX5gzE,354240,FALSE,64,124.95,3,23000,1976,wings at the speed of sound (archive collection),,0.134,0.742,0.471,0.0903,0,0.284,-10.767,1,0.0326,4,0.815,https://i.scdn.co/image/ab67616d00001e0205bdc7164b38b5bbadeb63a3
01-Dec-07,7,Call the Shots,Girls Aloud,3,08-Dec-07,2,5uCVGDHnoBBlsVkTlXIWZ9,224546,FALSE,49,125.076,3,15800,2007,tangled up (deluxe),,0.00359,0.638,0.735,0.000181,11,0.174,-5.414,0,0.0306,4,0.819,https://i.scdn.co/image/ab67616d00001e02be15b6886066ea9d83e6fb05
16-Jun-12,7,Princess of China,Coldplay & Rihanna,4,23-Jun-12,1,4HXOBjwv2RnLpGG4xWOO6N,236099,FALSE,0,84.995,3,22500,2012,mylo xyloto,https://p.scdn.co/mp3-preview/809c3c249818fe468aa6abe52f3652f2f70657af?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00385,0.42,0.69,0.015,9,0.287,-6.221,0,0.0347,4,0.237,https://i.scdn.co/image/ab67616d00001e02de0cd11d7b31c3bd1fd5983d
18-Feb-78,6,Wishing on a Star,Rose Royce,3,04-Mar-78,1,0u2CGItUO2jYEiFaXD7n5S,291760,FALSE,58,97.305,4,400,1978,in full bloom,https://p.scdn.co/mp3-preview/f21c6cd9709569bd87dde00418307f771389896a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.716,0.333,0.422,4.13E-05,5,0.0455,-15.171,0,0.0527,4,0.553,https://i.scdn.co/image/ab67616d00001e02731ea6e7b5da9da4130c071d
26-Jun-99,7,"Boom, Boom, Boom, Boom!!",Vengaboys,1,26-Jun-99,1,2Ld2LehpgQNREMxl9LlIzm,202570,FALSE,76,138.479,4,6900,1999,"boom, boom, boom, boom!!",https://p.scdn.co/mp3-preview/a7e5e494a9738a52bb17c7dd161eeb36f5709430?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0134,0.811,0.935,0.411,11,0.0244,-4.595,0,0.0407,4,0.968,https://i.scdn.co/image/ab67616d00001e02492e4f2e9575b698b649572e
22-Jan-59,9,"Kiss Me, Honey Honey, Kiss Me",Shirley Bassey,3,12-Feb-59,2,5Phq76U5Bo8bjmO4CYNlKs,118893,FALSE,0,127.31,6,290,1959,50's us hits,https://p.scdn.co/mp3-preview/9377052673f582f9b5ad1928cf4fda9954b4c995?cid=8b56eb9fa3db453f9b0089feea311c1b,0.338,0.761,0.646,4.24E-06,2,0.14,-6.403,1,0.0326,4,0.972,https://i.scdn.co/image/ab67616d00001e0278473c53d506984200e78818
10-Sep-59,9,Here Comes Summer,Jerry Keller,1,15-Oct-59,1,7DUjsNDnrsD9tGJu6k7w9p,128333,FALSE,22,83.588,3,5000,1959,best summer songs ever: an essential summertime playlist,https://p.scdn.co/mp3-preview/43c8976f871a7c9cc45d1de8923dffaef7fef254?cid=8b56eb9fa3db453f9b0089feea311c1b,0.602,0.356,0.518,1.29E-06,1,0.207,-11.709,0,0.058,4,0.777,https://i.scdn.co/image/ab67616d00001e022ccbeffd5a2953e273d22463
01-Mar-61,7,Will You Love Me Tomorrow,The Shirelles,4,15-Mar-61,1,0bwy3sGHeYwng2Ioicq6wf,160693,FALSE,64,136.128,5,7200,1961,tonight's the night,,0.312,0.55,0.382,1.11E-05,0,0.221,-6.429,1,0.0263,4,0.464,https://i.scdn.co/image/ab67616d00001e02b88a6f4d9ecb90789a6f7d07
01-Nov-61,6,When the Girl in Your Arms Is the Girl in Your Heart,Cliff Richard,3,08-Nov-61,2,1jJVls8580ru1Glnumcyig,143693,FALSE,43,82.978,12,7500,1961,the young ones,https://p.scdn.co/mp3-preview/f5d3c1e94ee452dcf15838c7e3d42c7a93d98c34?cid=8b56eb9fa3db453f9b0089feea311c1b,0.867,0.41,0.141,0.000113,4,0.103,-13.477,1,0.0305,3,0.312,https://i.scdn.co/image/ab67616d00001e02cc7509b5d760f667d75e6bdc
09-Sep-64,7,I Wouldn't Trade You for the World,The Bachelors,4,16-Sep-64,1,7I8PL2ZXS5CjmU6QPpX9Oc,161160,FALSE,20,82.909,7,2100,1964,the bachelors - the decca years,,0.0391,0.499,0.443,0,2,0.0855,-9.685,1,0.0265,4,0.395,https://i.scdn.co/image/ab67616d00001e02589b9c6ea2c6bb65c047ca17
09-Dec-54,9,I Still Believe,Ronnie Hilton,3,23-Dec-54,3,70VLjjYTfFNfLlrpFUtVzv,154333,FALSE,0,83.619,3,4300,1954,50's uk hits,https://p.scdn.co/mp3-preview/215883fbb3490b467fc7aabfde8033a36f1d7430?cid=8b56eb9fa3db453f9b0089feea311c1b,0.91,0.327,0.203,2.91E-06,11,0.119,-10.554,1,0.0298,4,0.212,https://i.scdn.co/image/ab67616d00001e02c5e30ac63bba508319a35ae9
25-Feb-54,9,The Book,David Whitfield,5,01-Apr-54,2,3v66kX7wlFuh9HY5boFX2I,141000,FALSE,13,126.826,2,6800,1954,greatest hits,https://p.scdn.co/mp3-preview/bc177c497f118fcbc91149784c56662a9914500b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.922,0.309,0.167,0.000256,5,0.378,-12.861,1,0.0325,4,0.322,https://i.scdn.co/image/ab67616d00001e027a837f143af3cc042b92b838
01-Oct-94,6,Hey Now (Girls Just Want to Have Fun),Cyndi Lauper,4,08-Oct-94,1,6roQwIuTgi0hhUkMy3UqW6,232906,FALSE,39,101.557,2,2750,1994,twelve deadly cyns...and then some,https://p.scdn.co/mp3-preview/cbaeaf55e67e9ca32130f13ff85f3547a9fffbbf?cid=8b56eb9fa3db453f9b0089feea311c1b,0.045,0.779,0.755,0.00869,6,0.383,-5.604,1,0.039,4,0.861,https://i.scdn.co/image/ab67616d00001e0263e510334226d130b40a5b83
07-Feb-04,5,Take Me to the Clouds Above,LMC vs. U2,1,07-Feb-04,2,4zrl5YGi2OqMar45Kdn4BM,467928,FALSE,28,127.692,6,23950,2004,bar̤atronics,,0.00232,0.668,0.905,0.0331,6,0.141,-5.395,1,0.038,4,0.667,https://i.scdn.co/image/ab67616d00001e0214457e6b3f7d1d95d9318d7f
16-Oct-58,9,A Certain Smile,Johnny Mathis,4,27-Nov-58,2,0bbJ67qVOx1o1HT4RkxeC9,168293,FALSE,48,73.576,3,16500,1958,the essential johnny mathis,https://p.scdn.co/mp3-preview/265d697b9301691412cbf98565b6b27296ec7546?cid=8b56eb9fa3db453f9b0089feea311c1b,0.716,0.192,0.385,0,5,0.359,-8.647,1,0.0295,4,0.259,https://i.scdn.co/image/ab67616d00001e02b617e4a06e1f5649f046fa4b
29-Jul-95,5,Try Me Out,Corona,6,05-Aug-95,2,2S8EX7GNSnoMnjSJPEAsYt,206880,FALSE,32,130.977,3,130,1995,"90s, vol. 1",https://p.scdn.co/mp3-preview/38d2a1db643baf72ebb4d8f826f0c7cd59717c99?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0489,0.753,0.77,0.000397,7,0.251,-8.655,0,0.035,4,0.558,https://i.scdn.co/image/ab67616d00001e02a0fd6f4a1445043c0823cb3c
10-Feb-96,6,I Wanna Be a Hippy,Technohead,6,02-Mar-96,1,3NVfe7Iqz2mk5hqJSGPVNs,196231,FALSE,50,177.383,5,11000,1996,happy hardcore top 100,https://p.scdn.co/mp3-preview/5c03ba950ccd684bc47623235f7621e12bd6f1aa?cid=8b56eb9fa3db453f9b0089feea311c1b,0.131,0.702,0.947,0.63,8,0.112,-4.032,1,0.0537,4,0.417,https://i.scdn.co/image/ab67616d00001e022897aa12798389d705c52242
17-Jun-72,6,Take Me Bak 'Ome,Slade,1,01-Jul-72,1,6IctRzzSyMt5OtAjPaXgd4,195973,FALSE,34,130.023,4,15200,1972,sladest (expanded),https://p.scdn.co/mp3-preview/270e8b1931c552163d6b305f7aa1bd7cef7012db?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0189,0.372,0.898,3.06E-06,9,0.0669,-4.425,1,0.0959,4,0.663,https://i.scdn.co/image/ab67616d00001e0223840816dd15f4053bdd494d
09-Aug-08,8,The Man Who Can't Be Moved,The Script,2,30-Aug-08,1,3nqqDo8CcCLke3ZoTgiOKf,241373,FALSE,71,99.894,6,9300,2008,the script,https://p.scdn.co/mp3-preview/2c84ecf1c5b3f35fe5174f644bcded09e1717d83?cid=8b56eb9fa3db453f9b0089feea311c1b,0.437,0.605,0.629,0,10,0.097,-5.051,1,0.0279,4,0.308,https://i.scdn.co/image/ab67616d00001e02f33a9f529c12f79b116eb218
08-Nov-86,5,You Keep Me Hangin' On,Kim Wilde,2,15-Nov-86,2,1wEeNtO7z41aUqC80shxqK,255220,FALSE,65,123.44,5,20500,1986,another step,,0.0806,0.686,0.682,0.000155,7,0.14,-12.154,0,0.033,4,0.708,https://i.scdn.co/image/ab67616d00001e02156af29c45454563c9dca43b
03-Jun-00,5,Reach,S Club 7,2,03-Jun-00,3,6vkkluJq72ahHSZNe3ZAiL,243266,FALSE,43,167.16,1,15200,2000,7,,0.00942,0.594,0.786,2.85E-06,7,0.187,-6.968,1,0.035,4,0.786,https://i.scdn.co/image/ab67616d00001e02eae5828fbc0d1906b4321d20
22-Feb-75,5,The Secrets That You Keep,Mud,3,01-Mar-75,1,49uuJVqSEapDjJ3pv42heF,191173,FALSE,36,137.718,5,4300,1975,"a's, b's and rarities",https://p.scdn.co/mp3-preview/3a0e8e66030c27e6aabc7cbb46c2cfa7f3eed861?cid=8b56eb9fa3db453f9b0089feea311c1b,0.37,0.68,0.4,0.00124,9,0.13,-13.677,1,0.106,4,0.678,https://i.scdn.co/image/ab67616d00001e0279fb80e5cd7fbc8be0f08b9a
29-Nov-14,10,Blank Space,Taylor Swift,4,13-Dec-14,2,1p80LdxRV74UKvL8gnD7ky,231826,FALSE,74,96.009,2,5850,2014,1989,,0.085,0.752,0.678,1.64E-06,5,0.13,-5.421,1,0.0646,4,0.583,https://i.scdn.co/image/ab67616d00001e02c79b600289a80aaef74d155d
03-Jul-99,7,My Love Is Your Love,Whitney Houston,2,03-Jul-99,1,1ckU1EhAO0Nr73QYw24SWJ,261573,FALSE,70,82.511,5,1500,1999,my love is your love,https://p.scdn.co/mp3-preview/d4764f0ef6286647956a1a1a08c0620f6506cd7d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0561,0.77,0.475,4.72E-06,7,0.0607,-9.512,1,0.159,4,0.473,https://i.scdn.co/image/ab67616d00001e0284b84d08fdbaebb99098890c
14-Jun-97,8,Free,Ultra Nate,4,21-Jun-97,1,0dc6CJ6BsiKxyPvW4yABLo,233293,FALSE,62,124.97,1,46900,1997,free,https://p.scdn.co/mp3-preview/f7b7f697ade3fc8c83ffe928158e17253c9367e9?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00389,0.755,0.914,0.000161,8,0.0371,-6.096,1,0.0371,4,0.736,https://i.scdn.co/image/ab67616d00001e02db4158733b52324e996222cc
02-Aug-75,5,If You Think You Know How to Love Me,Smokie,3,16-Aug-75,1,4GlphjtjhAsruVCtTdnzzC,204973,FALSE,51,121.671,9,9400,1975,changing all the time,https://p.scdn.co/mp3-preview/b59ec431a3dd883cc5f07274cefb6a2b72237e95?cid=8b56eb9fa3db453f9b0089feea311c1b,0.116,0.714,0.394,0,9,0.126,-14.748,1,0.0406,4,0.667,https://i.scdn.co/image/ab67616d00001e02d00063f6ec6ec8bc3af1efd9
20-Jan-07,7,Starz in Their Eyes,Just Jack,2,27-Jan-07,2,0td1GfBHNxlGephozVmL9k,191760,FALSE,39,124.315,4,24000,2007,starz in their eyes - single,https://p.scdn.co/mp3-preview/b48c99e5a7de074d96a9f4255979b7edd30de5e5?cid=8b56eb9fa3db453f9b0089feea311c1b,0.000617,0.622,0.867,9.83E-05,3,0.548,-4.134,1,0.108,4,0.689,https://i.scdn.co/image/ab67616d00001e02b5c24267af6e2184a08e33f5
15-Jul-06,6,Smile,Lily Allen,1,15-Jul-06,2,4aR9bPMAOFySBuQSbVWF3d,196893,TRUE,62,95.506,1,16620,2006,"alright, still",https://p.scdn.co/mp3-preview/560ed7b94bcfba452e59ecd99baf26588ab21221?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00143,0.632,0.639,0,5,0.221,-5.938,1,0.0259,4,0.733,https://i.scdn.co/image/ab67616d00001e02903b3846b9843677ca51bad9
05-Dec-67,6,Something's Gotten Hold of My Heart,Gene Pitney,5,12-Dec-67,3,5OGALRRGh1V5MMMpdza3ww,280488,FALSE,54,98.247,6,17900,1967,the stars we are,,0.00233,0.533,0.403,0.0184,7,0.0607,-13.615,1,0.0251,4,0.434,https://i.scdn.co/image/ab67616d00001e02fb4c46e199dfc54f5400ba69
25-Dec-52,3,Because You're Mine,Nat King Cole,6,25-Dec-52,2,4zFJAZEu7WjQluqVeO2OsI,191773,FALSE,26,175.761,3,13200,1952,the classic singles,,0.949,0.326,0.232,1.10E-06,8,0.0808,-10.579,1,0.0306,3,0.169,https://i.scdn.co/image/ab67616d00001e02176508e5ab1f50d82627e751
17-Sep-53,10,Where the Winds Blow,Frankie Laine,2,08-Oct-53,1,0KtzwsUJontCuehHDikpqK,151080,FALSE,17,83.218,4,600,1953,the essential frankie laine,https://p.scdn.co/mp3-preview/de9f30a506d04a810b1770d32974acb8fc5aa8c4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.766,0.552,0.478,0,11,0.514,-10.12,0,0.0353,4,0.818,https://i.scdn.co/image/ab67616d00001e02cc00ff4b3dd9c20d39ed07f2
03-Oct-62,8,Sheila,Tommy Roe,3,17-Oct-62,2,5Mzu8smN6fRBCaUaTytD1W,127066,FALSE,41,135.63,1,7500,1962,sheila,,0.275,0.422,0.575,0,4,0.062,-8.993,1,0.107,4,0.475,https://i.scdn.co/image/ab67616d00001e02c53caf31095e7108843554e5
